RestaurantID,CategoryID,TimeID,PaymentMethod,TransportMode,TotalRevenue,TotalDeliveryTime,NumberOfDeliveries
1,0,805,Satispay,Scooter,99.9,26,13
0,4,985,Bancomat,Bike,104.4,28,8
2,1,662,Credit card,Scooter,159.7,57,10
1,0,245,Credit card,Bike,117.2,42,17
1,0,722,Satispay,Scooter,44.4,13,7
2,1,210,Bancomat,Bike,128.3,45,13
3,1,668,Bancomat,Bike,43.9,14,7
1,0,751,Bancomat,Scooter,190.4,56,15
2,1,769,Bancomat,Car,46.1,14,3
2,1,113,Satispay,Bike,152.5,44,9
2,1,208,Credit card,Scooter,37.6,14,3
2,1,84,Satispay,Scooter,37.8,13,3
1,0,959,Bancomat,Bike,39.1,14,6
4,1,888,Credit card,Car,125.3,45,12
3,1,922,Bancomat,Car,76.4,30,6
4,1,729,Bancomat,Scooter,162.2,41,24
1,0,506,Cash,Scooter,23.7,12,3
1,0,148,Satispay,Scooter,195.3,66,29
3,1,165,Bancomat,Scooter,102.1,26,18
4,1,889,Cash,Bike,64.4,19,10
0,4,65,Credit card,Scooter,104.1,34,12
0,4,250,Bancomat,Scooter,151.1,48,19
4,1,942,Bancomat,Bike,65.4,18,10
0,4,984,Satispay,Bike,52.1,17,9
2,1,54,Credit card,Scooter,131.1,43,13
2,1,863,Bancomat,Car,185.7,62,26
3,1,47,Satispay,Scooter,53.2,22,8
4,1,750,Cash,Bike,81.1,21,12
0,4,85,Bancomat,Scooter,65.2,19,10
2,1,483,Cash,Scooter,141.6,37,13
4,1,113,Credit card,Scooter,49.3,16,5
2,1,2,Bancomat,Bike,45.5,19,4
2,1,616,Bancomat,Bike,120.4,33,14
1,0,568,Cash,Car,59.2,19,6
1,0,271,Credit card,Car,32.1,12,6
2,1,17,Bancomat,Scooter,57.3,21,8
1,0,666,Cash,Scooter,79.9,20,5
1,0,859,Satispay,Bike,24.3,10,2
2,1,871,Bancomat,Car,148.4,49,10
4,1,761,Satispay,Bike,35.4,12,4
4,1,148,Credit card,Bike,100.0,31,17
0,4,911,Satispay,Scooter,115.7,28,17
1,0,546,Credit card,Scooter,82.9,24,12
1,0,184,Credit card,Car,39.1,17,5
3,1,867,Bancomat,Scooter,27.7,10,2
4,1,451,Bancomat,Bike,138.6,41,12
0,4,247,Bancomat,Scooter,79.2,31,10
2,1,528,Satispay,Bike,184.5,45,22
2,1,570,Credit card,Car,163.0,40,18
1,0,782,Credit card,Bike,44.7,14,4
2,1,551,Satispay,Scooter,168.8,49,20
3,1,829,Bancomat,Bike,88.7,28,6
4,1,548,Credit card,Car,97.7,36,16
4,1,133,Credit card,Car,89.1,29,10
1,0,72,Bancomat,Bike,107.2,37,7
3,1,941,Bancomat,Bike,95.3,25,7
3,1,644,Cash,Car,85.9,28,13
1,0,913,Credit card,Scooter,89.4,29,13
1,0,235,Bancomat,Bike,190.3,63,28
2,1,158,Satispay,Bike,30.2,15,2
3,1,247,Cash,Car,186.9,54,10
4,1,179,Bancomat,Scooter,181.0,58,25
1,0,23,Credit card,Car,187.5,63,17
0,4,729,Satispay,Bike,182.5,61,30
4,1,139,Cash,Scooter,50.0,16,3
1,0,901,Bancomat,Bike,51.6,17,4
3,1,808,Bancomat,Bike,53.1,15,5
0,4,804,Bancomat,Bike,91.9,25,7
3,1,121,Bancomat,Car,164.8,53,27
1,0,767,Credit card,Car,132.3,41,15
2,1,527,Bancomat,Bike,111.7,39,15
0,4,968,Satispay,Bike,74.4,19,10
0,4,36,Bancomat,Scooter,112.3,36,17
1,0,537,Satispay,Scooter,28.6,13,3
0,4,279,Credit card,Bike,180.0,64,21
1,0,901,Credit card,Car,105.9,32,7
0,4,534,Bancomat,Bike,154.9,56,10
1,0,525,Bancomat,Bike,87.5,28,9
4,1,656,Satispay,Scooter,129.4,30,22
0,4,774,Satispay,Bike,119.1,35,9
3,1,985,Satispay,Car,27.3,12,3
4,1,901,Satispay,Scooter,194.0,44,17
2,1,776,Satispay,Bike,182.1,61,28
4,1,648,Cash,Scooter,138.6,44,24
2,1,160,Bancomat,Scooter,194.5,48,20
3,1,329,Bancomat,Car,145.2,46,22
3,1,881,Bancomat,Scooter,10.5,7,1
1,0,812,Bancomat,Scooter,22.2,9,3
3,1,141,Cash,Scooter,176.3,51,30
3,1,646,Satispay,Scooter,159.8,50,16
3,1,103,Cash,Car,49.1,19,5
2,1,213,Credit card,Scooter,125.2,46,9
3,1,984,Credit card,Bike,191.8,43,12
3,1,670,Credit card,Car,69.9,23,6
2,1,910,Credit card,Scooter,161.9,38,23
3,1,737,Credit card,Scooter,69.5,20,9
0,4,530,Cash,Scooter,127.3,40,12
1,0,149,Satispay,Scooter,153.7,37,11
1,0,866,Cash,Car,90.3,29,9
4,1,512,Bancomat,Scooter,86.0,27,11
2,1,759,Cash,Car,158.2,45,13
0,4,353,Cash,Scooter,182.8,43,12
0,4,872,Bancomat,Car,115.2,29,17
4,1,268,Bancomat,Scooter,101.8,29,7
2,1,4,Credit card,Car,15.5,9,3
2,1,711,Cash,Car,144.4,39,17
1,0,585,Bancomat,Scooter,45.0,20,5
1,0,494,Credit card,Car,119.1,29,12
2,1,256,Cash,Scooter,137.1,41,14
0,4,107,Bancomat,Bike,111.9,35,6
3,1,198,Bancomat,Bike,172.1,50,25
2,1,642,Cash,Scooter,134.9,32,18
0,4,741,Credit card,Bike,95.4,31,7
0,4,421,Bancomat,Bike,183.1,64,20
2,1,8,Credit card,Car,55.8,23,6
2,1,415,Credit card,Car,136.7,48,7
2,1,384,Bancomat,Scooter,131.4,40,20
0,4,414,Bancomat,Bike,40.1,14,4
2,1,413,Cash,Bike,160.2,50,15
1,0,4,Bancomat,Bike,54.5,17,10
4,1,700,Satispay,Scooter,93.5,25,6
1,0,795,Cash,Scooter,145.5,50,25
2,1,646,Credit card,Car,40.5,17,3
2,1,163,Cash,Bike,55.4,21,6
2,1,315,Bancomat,Car,195.6,60,27
3,1,859,Credit card,Scooter,23.1,12,4
3,1,961,Bancomat,Scooter,62.3,18,4
0,4,319,Credit card,Scooter,27.7,12,5
0,4,539,Credit card,Car,93.1,24,11
0,4,827,Credit card,Car,116.3,40,12
1,0,715,Credit card,Car,149.7,51,9
3,1,206,Credit card,Car,148.8,37,23
2,1,580,Satispay,Scooter,77.8,25,12
0,4,385,Cash,Scooter,109.1,37,18
3,1,273,Satispay,Bike,124.9,31,18
1,0,339,Satispay,Scooter,185.4,55,18
4,1,854,Bancomat,Bike,131.6,42,14
0,4,553,Credit card,Scooter,104.6,28,15
4,1,353,Cash,Bike,167.6,46,16
0,4,765,Cash,Scooter,172.8,53,12
0,4,543,Satispay,Scooter,68.3,18,11
0,4,640,Bancomat,Scooter,18.0,10,1
0,4,974,Cash,Scooter,166.7,57,16
3,1,186,Satispay,Bike,141.6,40,15
0,4,465,Satispay,Bike,78.7,30,5
4,1,483,Credit card,Scooter,45.4,15,8
3,1,215,Credit card,Scooter,55.6,23,10
1,0,761,Bancomat,Car,199.3,71,27
1,0,473,Cash,Bike,105.2,37,12
3,1,220,Credit card,Car,100.5,35,8
4,1,371,Cash,Car,154.7,46,9
2,1,388,Bancomat,Car,74.7,19,11
3,1,970,Bancomat,Car,18.7,9,4
4,1,787,Bancomat,Scooter,140.8,33,13
0,4,438,Cash,Scooter,139.2,47,9
0,4,157,Satispay,Scooter,147.0,51,10
2,1,502,Credit card,Car,84.4,22,9
3,1,230,Bancomat,Scooter,167.4,40,13
0,4,486,Satispay,Bike,29.2,13,5
0,4,71,Cash,Scooter,28.8,12,2
3,1,478,Bancomat,Bike,84.9,31,8
3,1,98,Bancomat,Bike,113.0,40,7
3,1,444,Cash,Scooter,19.8,8,3
0,4,127,Cash,Bike,140.7,51,15
1,0,291,Satispay,Bike,105.6,39,15
4,1,471,Cash,Car,85.3,26,14
1,0,82,Cash,Bike,104.6,27,17
2,1,621,Bancomat,Car,59.2,17,9
3,1,691,Bancomat,Car,108.1,33,13
3,1,340,Bancomat,Scooter,43.2,14,8
1,0,670,Cash,Bike,43.6,18,8
3,1,767,Credit card,Car,85.6,26,10
3,1,301,Cash,Car,67.6,18,5
4,1,656,Bancomat,Scooter,25.7,13,3
2,1,404,Satispay,Bike,103.1,33,6
4,1,930,Satispay,Scooter,136.4,46,18
3,1,384,Credit card,Scooter,16.3,8,2
4,1,319,Cash,Scooter,191.5,55,18
0,4,832,Satispay,Bike,143.8,44,8
2,1,440,Credit card,Scooter,48.4,19,6
0,4,234,Bancomat,Bike,74.6,22,5
2,1,720,Satispay,Scooter,40.5,18,4
0,4,154,Bancomat,Car,142.4,37,10
3,1,514,Credit card,Car,197.2,65,19
1,0,638,Bancomat,Bike,59.5,23,6
1,0,842,Bancomat,Bike,12.1,9,3
0,4,494,Bancomat,Bike,177.3,61,16
3,1,168,Cash,Scooter,168.7,39,27
3,1,386,Cash,Bike,104.8,35,6
1,0,70,Satispay,Car,109.3,37,6
1,0,207,Credit card,Car,42.0,18,8
0,4,37,Bancomat,Scooter,103.4,32,13
2,1,404,Bancomat,Scooter,152.9,37,23
1,0,312,Bancomat,Scooter,81.5,31,14
0,4,446,Bancomat,Bike,141.2,44,16
0,4,648,Satispay,Bike,173.9,58,20
4,1,314,Cash,Car,105.9,36,16
4,1,921,Bancomat,Bike,148.0,42,16
3,1,259,Satispay,Bike,22.2,12,2
3,1,556,Cash,Bike,91.9,26,9
4,1,915,Credit card,Car,117.4,36,11
2,1,807,Cash,Bike,174.2,46,24
1,0,848,Cash,Bike,27.5,11,3
3,1,849,Credit card,Scooter,55.4,18,8
4,1,110,Cash,Bike,41.3,14,4
2,1,503,Satispay,Scooter,21.1,12,3
3,1,794,Cash,Bike,70.4,19,12
0,4,198,Cash,Bike,128.6,32,17
4,1,503,Cash,Bike,132.8,42,12
2,1,781,Cash,Scooter,105.5,38,6
1,0,734,Cash,Car,194.2,68,30
3,1,723,Bancomat,Scooter,175.0,63,24
1,0,939,Satispay,Bike,52.0,16,6
2,1,371,Satispay,Bike,43.9,14,6
4,1,489,Credit card,Car,138.8,32,8
2,1,198,Satispay,Scooter,132.5,36,16
3,1,133,Cash,Bike,59.5,16,8
3,1,249,Satispay,Scooter,63.2,24,9
4,1,599,Credit card,Scooter,48.6,15,6
0,4,147,Satispay,Bike,139.6,51,20
3,1,530,Satispay,Car,154.4,51,20
3,1,331,Cash,Scooter,116.0,35,14
1,0,447,Cash,Scooter,17.5,8,1
0,4,947,Cash,Scooter,119.0,41,6
4,1,496,Credit card,Car,115.7,41,19
3,1,271,Satispay,Car,66.8,25,9
3,1,727,Satispay,Scooter,184.7,58,30
3,1,431,Cash,Scooter,52.0,19,9
0,4,845,Cash,Car,52.3,19,7
2,1,12,Credit card,Bike,18.3,11,1
4,1,112,Cash,Scooter,67.8,18,11
0,4,347,Credit card,Car,140.0,44,10
3,1,397,Cash,Bike,128.1,33,20
3,1,533,Bancomat,Scooter,77.2,28,11
1,0,325,Cash,Scooter,12.4,8,2
0,4,68,Cash,Bike,61.8,18,8
2,1,759,Credit card,Scooter,149.4,46,11
3,1,752,Cash,Scooter,142.3,40,10
0,4,918,Satispay,Scooter,23.4,9,3
3,1,907,Credit card,Car,123.2,38,12
4,1,89,Bancomat,Scooter,122.5,35,17
2,1,651,Satispay,Car,54.3,20,8
2,1,654,Satispay,Scooter,125.4,39,21
3,1,602,Credit card,Scooter,158.6,44,27
0,4,598,Bancomat,Bike,88.8,27,6
2,1,566,Cash,Scooter,172.5,43,10
3,1,291,Cash,Bike,29.5,12,2
4,1,561,Credit card,Scooter,154.2,42,23
3,1,696,Credit card,Car,152.1,54,25
4,1,774,Satispay,Scooter,22.4,12,3
0,4,851,Cash,Scooter,157.0,40,24
0,4,891,Cash,Car,36.5,12,2
1,0,360,Credit card,Car,33.9,14,3
3,1,69,Satispay,Scooter,64.6,17,8
0,4,595,Cash,Car,55.6,21,10
3,1,45,Cash,Scooter,172.0,43,16
0,4,363,Satispay,Bike,140.0,33,19
2,1,840,Cash,Bike,15.1,10,1
3,1,319,Credit card,Scooter,160.1,39,24
4,1,493,Cash,Scooter,90.3,27,7
2,1,211,Bancomat,Scooter,11.2,8,1
1,0,993,Cash,Car,179.7,54,21
1,0,972,Satispay,Bike,85.0,33,6
3,1,915,Cash,Scooter,179.1,60,15
1,0,435,Bancomat,Car,57.6,21,6
0,4,422,Cash,Car,125.3,39,9
0,4,333,Bancomat,Car,129.8,48,21
1,0,503,Credit card,Car,116.5,29,11
0,4,878,Bancomat,Bike,151.0,45,18
2,1,523,Cash,Car,58.1,19,8
3,1,919,Credit card,Bike,121.9,31,12
0,4,168,Cash,Bike,178.9,45,23
2,1,909,Bancomat,Scooter,191.6,60,32
0,4,924,Cash,Scooter,36.4,17,4
3,1,849,Bancomat,Scooter,26.0,12,3
2,1,854,Cash,Car,31.6,13,4
1,0,179,Cash,Scooter,151.7,50,10
2,1,305,Credit card,Bike,107.7,40,13
3,1,26,Satispay,Bike,114.6,29,10
4,1,520,Bancomat,Bike,93.1,35,14
1,0,856,Cash,Scooter,76.4,24,10
3,1,104,Credit card,Car,97.7,37,7
2,1,662,Bancomat,Car,25.6,13,2
0,4,675,Bancomat,Bike,77.3,27,7
2,1,737,Satispay,Car,36.4,13,7
0,4,346,Bancomat,Bike,77.4,28,4
0,4,244,Bancomat,Car,82.8,27,13
1,0,470,Satispay,Bike,84.9,30,7
4,1,715,Bancomat,Scooter,95.9,26,5
1,0,548,Cash,Scooter,26.1,10,3
0,4,455,Credit card,Car,40.0,16,4
4,1,790,Bancomat,Bike,108.7,29,11
2,1,899,Bancomat,Bike,51.6,19,5
0,4,106,Bancomat,Bike,116.1,42,18
2,1,762,Cash,Bike,166.9,43,14
2,1,842,Bancomat,Bike,23.7,9,3
1,0,804,Satispay,Scooter,199.9,65,29
2,1,271,Cash,Bike,110.7,28,18
0,4,351,Bancomat,Bike,82.2,30,12
0,4,267,Bancomat,Scooter,171.2,60,26
1,0,420,Cash,Bike,131.4,48,17
0,4,344,Cash,Car,124.8,29,13
0,4,140,Credit card,Car,131.5,31,21
0,4,685,Credit card,Car,102.9,29,7
0,4,688,Bancomat,Car,133.5,47,23
1,0,912,Credit card,Scooter,78.4,27,10
3,1,806,Credit card,Car,196.8,47,26
1,0,659,Cash,Bike,179.8,61,23
0,4,800,Cash,Scooter,108.6,37,11
3,1,6,Bancomat,Car,185.9,55,15
2,1,608,Bancomat,Car,165.4,49,10
4,1,932,Cash,Bike,152.4,37,26
1,0,157,Credit card,Car,78.0,24,9
1,0,151,Satispay,Scooter,167.8,40,26
1,0,44,Satispay,Bike,69.0,18,8
1,0,512,Credit card,Car,101.9,31,17
0,4,546,Satispay,Scooter,148.2,41,12
4,1,221,Credit card,Car,76.5,23,6
4,1,75,Cash,Scooter,142.1,48,20
2,1,861,Bancomat,Scooter,131.3,31,22
4,1,837,Credit card,Scooter,49.3,17,9
3,1,678,Satispay,Bike,47.1,16,5
0,4,38,Satispay,Scooter,86.2,26,6
1,0,532,Cash,Scooter,135.1,36,16
3,1,206,Satispay,Scooter,134.6,47,10
0,4,249,Bancomat,Bike,116.1,37,12
4,1,91,Credit card,Bike,115.5,30,7
2,1,771,Cash,Car,98.2,25,10
2,1,163,Bancomat,Car,37.9,14,5
1,0,970,Credit card,Car,145.0,37,9
2,1,638,Satispay,Car,86.0,29,7
0,4,912,Cash,Car,126.3,34,11
0,4,528,Credit card,Bike,180.4,60,10
1,0,578,Bancomat,Scooter,72.4,20,12
4,1,919,Credit card,Scooter,100.1,27,10
3,1,468,Credit card,Scooter,118.9,41,6
3,1,282,Satispay,Bike,94.0,36,7
3,1,79,Cash,Scooter,34.6,14,5
0,4,933,Cash,Bike,98.8,24,6
4,1,200,Bancomat,Scooter,36.3,16,4
3,1,351,Bancomat,Scooter,195.6,62,11
0,4,1,Satispay,Scooter,119.8,30,7
4,1,437,Satispay,Bike,45.3,17,8
3,1,356,Bancomat,Scooter,39.5,12,2
1,0,707,Bancomat,Scooter,156.8,37,9
0,4,790,Credit card,Car,56.3,19,6
1,0,268,Cash,Scooter,105.6,31,15
1,0,525,Satispay,Bike,104.8,26,8
1,0,779,Satispay,Scooter,170.8,55,9
4,1,807,Bancomat,Scooter,196.8,46,22
2,1,111,Bancomat,Bike,68.1,18,11
3,1,281,Credit card,Car,191.0,66,12
3,1,681,Bancomat,Bike,142.4,50,19
4,1,655,Cash,Scooter,60.9,17,5
0,4,193,Bancomat,Scooter,10.9,7,2
4,1,958,Cash,Bike,179.4,48,10
3,1,772,Cash,Bike,78.1,21,7
1,0,665,Bancomat,Scooter,80.3,23,5
1,0,734,Cash,Scooter,70.8,21,4
4,1,576,Credit card,Scooter,183.0,64,14
1,0,480,Satispay,Bike,29.4,14,2
2,1,411,Bancomat,Bike,78.8,31,6
3,1,728,Bancomat,Scooter,192.7,51,18
1,0,283,Cash,Scooter,62.5,17,6
4,1,681,Satispay,Car,140.9,39,18
3,1,984,Bancomat,Bike,115.0,43,19
1,0,482,Cash,Scooter,192.5,54,10
0,4,561,Cash,Scooter,127.2,32,13
2,1,242,Credit card,Scooter,193.5,48,12
1,0,218,Satispay,Scooter,194.2,62,12
0,4,710,Cash,Scooter,108.6,32,8
2,1,831,Credit card,Car,184.2,44,11
0,4,345,Credit card,Bike,199.6,69,19
0,4,737,Bancomat,Bike,75.0,25,12
2,1,69,Bancomat,Bike,179.0,64,14
0,4,903,Credit card,Car,199.6,59,16
1,0,913,Credit card,Bike,160.7,42,17
2,1,936,Cash,Bike,53.0,19,5
4,1,511,Cash,Car,153.0,43,13
4,1,76,Bancomat,Car,87.2,29,13
3,1,322,Cash,Scooter,188.6,42,20
3,1,290,Satispay,Car,35.3,14,3
0,4,475,Satispay,Bike,146.6,44,13
0,4,63,Satispay,Bike,154.6,56,24
0,4,804,Cash,Scooter,19.0,9,2
1,0,550,Credit card,Scooter,25.7,13,2
2,1,779,Satispay,Bike,82.7,28,12
2,1,666,Cash,Scooter,180.0,47,28
1,0,851,Cash,Scooter,49.6,20,3
0,4,818,Cash,Scooter,135.8,43,23
1,0,978,Satispay,Scooter,156.0,51,15
2,1,393,Satispay,Scooter,156.6,46,13
1,0,752,Bancomat,Bike,163.5,37,27
1,0,951,Credit card,Bike,116.8,28,14
1,0,742,Satispay,Bike,140.0,50,9
3,1,39,Cash,Scooter,139.1,44,17
0,4,155,Satispay,Bike,113.9,27,18
2,1,961,Cash,Bike,125.3,38,21
4,1,611,Credit card,Car,193.0,44,23
3,1,938,Cash,Car,67.1,21,6
1,0,516,Satispay,Scooter,175.0,46,11
3,1,55,Satispay,Scooter,192.0,54,28
3,1,932,Cash,Bike,36.8,15,4
3,1,188,Bancomat,Scooter,177.5,58,12
2,1,642,Bancomat,Scooter,166.3,57,21
4,1,615,Bancomat,Bike,126.7,33,17
2,1,141,Satispay,Bike,98.3,34,13
4,1,446,Credit card,Car,88.9,24,6
1,0,777,Cash,Scooter,99.4,27,5
3,1,415,Cash,Bike,95.3,32,12
2,1,229,Satispay,Bike,190.5,62,17
2,1,887,Credit card,Car,179.0,55,9
2,1,974,Cash,Scooter,24.0,12,4
4,1,705,Bancomat,Bike,118.8,31,12
0,4,539,Bancomat,Bike,151.2,42,17
4,1,830,Credit card,Bike,151.7,46,24
0,4,683,Credit card,Scooter,197.5,50,16
2,1,598,Cash,Scooter,132.3,33,20
2,1,78,Bancomat,Scooter,102.4,28,18
0,4,828,Bancomat,Bike,172.4,59,29
3,1,736,Bancomat,Bike,87.7,23,12
4,1,332,Credit card,Scooter,49.8,18,3
3,1,214,Credit card,Bike,45.4,15,6
3,1,562,Cash,Bike,42.0,17,3
2,1,568,Satispay,Scooter,121.3,30,20
2,1,804,Bancomat,Bike,166.1,54,19
3,1,817,Cash,Scooter,123.9,36,21
0,4,827,Cash,Bike,124.5,46,12
3,1,458,Cash,Scooter,39.3,17,5
3,1,227,Cash,Scooter,145.8,48,24
1,0,44,Cash,Car,115.1,30,19
2,1,294,Bancomat,Scooter,142.4,44,22
4,1,79,Satispay,Scooter,91.6,28,16
1,0,11,Satispay,Car,50.2,17,3
2,1,439,Cash,Bike,40.0,17,4
2,1,253,Credit card,Car,92.8,26,7
3,1,485,Credit card,Car,37.6,13,2
0,4,794,Satispay,Scooter,199.1,44,12
1,0,628,Satispay,Bike,90.1,23,11
3,1,60,Cash,Bike,36.8,16,6
3,1,999,Cash,Car,89.5,26,9
2,1,148,Credit card,Bike,149.9,50,10
0,4,558,Satispay,Bike,149.4,41,12
3,1,738,Bancomat,Bike,177.1,48,24
3,1,878,Cash,Bike,189.8,43,27
2,1,706,Bancomat,Bike,169.1,38,10
3,1,242,Credit card,Car,191.4,47,16
1,0,369,Satispay,Bike,185.0,53,28
2,1,4,Satispay,Bike,153.7,38,10
4,1,976,Bancomat,Scooter,130.8,46,17
3,1,433,Cash,Car,56.0,17,9
4,1,727,Bancomat,Bike,170.7,61,16
3,1,841,Credit card,Car,153.6,38,17
2,1,167,Credit card,Car,132.7,42,10
2,1,770,Satispay,Bike,57.6,20,3
4,1,22,Bancomat,Scooter,96.7,25,7
2,1,743,Cash,Car,117.1,40,18
1,0,107,Satispay,Scooter,153.3,47,11
1,0,430,Bancomat,Car,166.9,53,16
2,1,244,Cash,Scooter,163.6,45,18
3,1,90,Credit card,Scooter,174.5,48,9
4,1,57,Satispay,Scooter,164.2,42,20
1,0,434,Bancomat,Bike,160.9,40,23
0,4,100,Cash,Bike,80.9,21,10
0,4,556,Credit card,Car,116.6,37,10
1,0,783,Cash,Car,172.1,50,26
2,1,868,Cash,Scooter,109.3,36,17
0,4,372,Credit card,Car,165.9,44,14
0,4,324,Credit card,Scooter,18.5,10,3
3,1,30,Cash,Scooter,29.9,13,4
3,1,435,Bancomat,Bike,165.6,50,19
3,1,162,Bancomat,Bike,134.7,36,14
0,4,619,Bancomat,Bike,144.3,43,18
0,4,623,Bancomat,Car,41.6,16,6
4,1,760,Bancomat,Scooter,27.8,14,3
3,1,85,Cash,Car,10.4,7,2
0,4,329,Bancomat,Scooter,167.1,54,18
2,1,273,Bancomat,Bike,177.3,50,19
2,1,111,Cash,Bike,57.5,18,9
0,4,468,Credit card,Bike,88.6,24,9
0,4,462,Bancomat,Bike,133.9,35,10
1,0,510,Bancomat,Car,45.1,18,5
1,0,636,Cash,Scooter,20.8,11,3
0,4,778,Satispay,Scooter,178.3,47,19
0,4,954,Cash,Car,108.0,35,13
3,1,561,Credit card,Scooter,15.5,10,2
0,4,938,Credit card,Car,108.9,40,10
3,1,667,Credit card,Bike,133.6,38,21
0,4,324,Credit card,Car,104.2,32,13
1,0,940,Bancomat,Scooter,22.6,9,3
3,1,488,Bancomat,Bike,164.0,57,10
0,4,826,Satispay,Scooter,179.9,54,10
1,0,296,Credit card,Bike,98.0,32,14
2,1,760,Credit card,Car,64.5,22,5
0,4,366,Satispay,Car,69.0,25,5
0,4,811,Satispay,Bike,162.6,56,20
3,1,63,Bancomat,Scooter,163.4,54,21
0,4,274,Credit card,Bike,130.8,38,14
4,1,711,Satispay,Scooter,174.8,43,11
1,0,524,Satispay,Scooter,110.8,32,11
0,4,177,Satispay,Bike,198.8,44,11
4,1,272,Credit card,Car,171.9,58,12
3,1,509,Bancomat,Bike,54.4,17,3
0,4,22,Credit card,Scooter,91.3,33,7
1,0,133,Cash,Bike,19.0,11,4
0,4,891,Bancomat,Scooter,100.7,33,17
3,1,684,Bancomat,Bike,49.8,14,3
4,1,99,Bancomat,Bike,13.5,8,2
1,0,184,Bancomat,Car,28.9,12,4
1,0,859,Cash,Bike,46.3,19,4
4,1,388,Credit card,Car,152.0,51,11
3,1,986,Bancomat,Scooter,69.4,28,9
4,1,78,Cash,Bike,177.0,46,25
1,0,888,Cash,Car,90.0,26,12
3,1,924,Bancomat,Bike,184.3,46,23
3,1,643,Satispay,Car,99.3,36,5
1,0,464,Cash,Car,191.2,51,30
1,0,97,Cash,Scooter,59.5,20,5
3,1,327,Cash,Scooter,132.1,33,19
1,0,985,Credit card,Car,158.2,38,25
0,4,110,Cash,Scooter,40.7,17,3
4,1,286,Cash,Scooter,96.3,31,14
4,1,363,Cash,Bike,164.1,59,14
4,1,487,Cash,Bike,183.1,42,24
2,1,389,Satispay,Scooter,51.1,20,7
1,0,961,Cash,Scooter,63.0,24,5
3,1,677,Credit card,Bike,90.8,27,5
1,0,914,Bancomat,Scooter,22.3,10,4
2,1,142,Cash,Car,80.7,27,13
1,0,732,Credit card,Car,14.0,7,3
2,1,993,Cash,Scooter,66.3,22,12
4,1,212,Credit card,Car,169.3,42,16
1,0,922,Bancomat,Car,43.4,14,6
0,4,693,Bancomat,Bike,151.4,40,14
1,0,914,Cash,Bike,182.7,54,27
0,4,852,Bancomat,Bike,111.1,30,8
4,1,664,Satispay,Scooter,145.2,41,17
4,1,134,Satispay,Bike,176.9,54,14
3,1,195,Satispay,Bike,170.2,48,14
3,1,483,Bancomat,Bike,64.2,20,8
2,1,454,Bancomat,Scooter,105.6,36,14
1,0,76,Cash,Scooter,13.4,8,3
1,0,81,Satispay,Scooter,107.5,30,11
4,1,118,Cash,Scooter,107.7,33,8
3,1,778,Credit card,Scooter,44.4,15,5
3,1,352,Cash,Bike,64.4,17,8
2,1,639,Cash,Car,179.0,43,9
3,1,180,Satispay,Bike,20.9,11,2
0,4,582,Bancomat,Bike,34.6,12,4
3,1,953,Satispay,Scooter,138.8,36,11
4,1,734,Cash,Car,124.5,35,21
2,1,241,Credit card,Scooter,153.8,43,24
3,1,85,Cash,Scooter,97.4,35,12
2,1,831,Bancomat,Car,40.3,13,3
3,1,907,Cash,Scooter,54.2,20,8
4,1,512,Credit card,Scooter,10.1,7,1
4,1,654,Cash,Car,124.9,29,19
1,0,529,Cash,Scooter,130.6,39,8
2,1,292,Cash,Bike,165.4,45,10
1,0,378,Satispay,Bike,10.6,8,1
2,1,207,Cash,Bike,189.4,54,25
0,4,247,Credit card,Bike,190.0,68,22
4,1,417,Bancomat,Scooter,36.1,15,7
3,1,768,Bancomat,Scooter,183.8,45,28
0,4,728,Satispay,Scooter,122.5,37,12
4,1,747,Satispay,Scooter,194.6,65,15
4,1,308,Satispay,Scooter,49.5,20,7
0,4,555,Satispay,Scooter,192.0,55,11
4,1,186,Credit card,Car,27.8,14,5
2,1,27,Cash,Car,105.0,28,6
4,1,160,Credit card,Car,177.1,55,9
2,1,827,Satispay,Scooter,119.6,29,17
2,1,456,Satispay,Scooter,83.5,21,11
3,1,386,Credit card,Car,130.3,48,7
0,4,913,Bancomat,Scooter,158.2,41,10
2,1,565,Bancomat,Bike,174.5,40,11
2,1,66,Credit card,Scooter,34.9,14,5
0,4,784,Satispay,Bike,17.0,8,3
0,4,6,Credit card,Car,178.7,47,20
0,4,486,Credit card,Scooter,136.4,37,19
1,0,576,Cash,Scooter,122.5,34,18
3,1,313,Cash,Bike,94.2,30,15
4,1,165,Cash,Bike,118.6,28,14
1,0,370,Bancomat,Car,66.8,23,4
3,1,72,Bancomat,Car,140.1,42,21
3,1,955,Credit card,Car,171.5,57,17
3,1,92,Cash,Bike,111.5,31,11
3,1,416,Bancomat,Scooter,24.7,11,2
0,4,492,Satispay,Bike,157.7,54,8
3,1,511,Credit card,Car,164.7,51,15
3,1,10,Satispay,Bike,43.6,17,8
1,0,121,Bancomat,Scooter,163.3,47,9
4,1,607,Bancomat,Car,198.6,52,31
4,1,670,Cash,Bike,138.9,36,9
1,0,814,Bancomat,Scooter,32.6,14,2
0,4,382,Cash,Car,19.5,8,4
2,1,873,Cash,Scooter,185.8,46,29
4,1,914,Cash,Scooter,157.5,57,14
0,4,507,Cash,Car,130.7,47,14
2,1,351,Bancomat,Scooter,153.9,52,14
3,1,791,Credit card,Car,33.7,13,2
0,4,49,Credit card,Car,57.4,18,8
